,Value
N,47.0
n,36.0
sampling_fraction,0.7659574468085106
fpc,0.4837794468468967
adjusted_se_pp,1.6306292720938143
approx_lower_pct,40.04237816310105
approx_upper_pct,46.66308498973052
known_frame_mean_pct,45.44646562843651
